Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -5.000000e+001  1.000000e+000  1.000000e+000
  101    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -5.000000e-001  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -1.000000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -1.500000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -2.000000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -2.500000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -3.000000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -3.500000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -4.000000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -4.500000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -5.000000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -5.500000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -6.000000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -6.500000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -7.000000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -7.500000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -8.000000e+000  7.000000e-002    1    1  4.166670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -8.500000e+000  7.000000e-002    1    1  4.101500e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -9.000000e+000  7.000000e-002    1    1  4.036390e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -9.500000e+000  7.000000e-002    1    1  3.971290e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -1.000000e+001  7.000000e-002    1    1  3.906190e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -1.050000e+001  7.000000e-002    1    1  3.841080e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -1.100000e+001  7.000000e-002    1    1  3.775980e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -1.150000e+001  7.000000e-002    1    1  3.710880e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -1.200000e+001  7.000000e-002    1    1  3.645780e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -1.250000e+001  7.000000e-002    1    1  3.580670e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   27 -1.300000e+001  7.000000e-002    1    1  3.515570e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   28 -1.350000e+001  7.000000e-002    1    1  3.450470e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   29 -1.400000e+001  7.000000e-002    1    1  3.385360e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   30 -1.450000e+001  7.000000e-002    1    1  3.320260e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   31 -1.500000e+001  7.000000e-002    1    1  3.255160e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   32 -1.550000e+001  7.000000e-002    1    1  3.190050e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   33 -1.600000e+001  7.000000e-002    1    1  3.124950e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   34 -1.650000e+001  7.000000e-002    1    1  3.059850e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   35 -1.700000e+001  7.000000e-002    1    1  2.994740e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   36 -1.750000e+001  7.000000e-002    1    1  2.929640e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   37 -1.800000e+001  7.000000e-002    1    1  2.864540e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   38 -1.850000e+001  7.000000e-002    1    1  2.799430e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   39 -1.900000e+001  7.000000e-002    1    1  2.734330e-002  1.000000e+000  1.000000e+000  1.000000e+000              
